STATION,NAME,LATITUDE,LONGITUDE,STATE,COORD,COUNTY,ZIP
USC00389122,"WEST PELZER 2 W, SC US",34.6427,-82.4547,SC,"34.6427,-82.4547",Anderson County,29669
USC00385200,"LITTLE MOUNTAIN, SC US",34.1943,-81.4151,SC,"34.1943,-81.4151",Newberry County,29075
USC00384111,"HEMINGWAY 8 ESE, SC US",33.6789,-79.3808,SC,"33.6789,-79.3808",Georgetown County,29554
USC00386775,"PELION 4 N, SC US",33.8249,-81.2483,SC,"33.8249,-81.2483",Lexington County,29123
USC00441082,"BROOKNEAL, VA US",37.0679,-78.9517,VA,"37.0679,-78.9517",Campbell County,24528
USC00469011,"UNION 3 SSE, WV US",37.5436,-80.5336,WV,"37.5436,-80.5336",Monroe County,24983
USC00444909,"LINCOLN, VA US",39.0878,-77.6928,VA,"39.0878,-77.6928",Loudoun County,20134
USC00441746,"CLARKSVILLE, VA US",36.6213,-78.5506,VA,"36.6213,-78.5506",Mecklenburg County,23927
USC00381997,"CONWAY, SC US",33.8313,-79.0558,SC,"33.8313,-79.0558",Horry County,29526
USC00381633,"CHESTER 1 SE, SC US",34.68452,-81.19566999999998,SC,"34.68452,-81.19566999999999",Chester County,29706
USW00013729,"ELKINS RANDOLPH CO AIRPORT, WV US",38.8853,-79.8528,WV,"38.8853,-79.8528",Randolph County,26253
USW00013728,"DANVILLE REGIONAL AIRPORT, VA US",36.5729,-79.3351,VA,"36.5729,-79.3351",Pittsylvania County,24586
USW00063826,"BLACKVILLE 3 W, SC US",33.355,-81.3279,SC,"33.355,-81.3279",Barnwell County,29817
USC00446999,"RADFORD 3 N, VA US",37.2008,-80.5864,VA,"37.2008,-80.5864",Montgomery County,24132
USC00465453,"LOST RIVER, WV US",38.9452,-78.798,WV,"38.9452,-78.798",Hardy County,26810
USC00445300,"MARTINSVILLE FILTER PLANT, VA US",36.7056,-79.865,VA,"36.7056,-79.865",Henry County,24112
USC00460202,"ANSTEAD HAWKS NEST STATE PARK, WV US",38.1211,-81.1179,WV,"38.1211,-81.1179",Fayette County,25812
USC00467513,"RICHWOOD 1 SSE, WV US",38.2062,-80.5205,WV,"38.2062,-80.5205",Greenbrier County,26261
USC00384581,"JOCASSEE 8 WNW, SC US",34.983000000000004,-83.0677,SC,"34.983000000000004,-83.0677",Oconee County,29686
USC00447174,"RICHLANDS, VA US",37.0924,-81.7935,VA,"37.0924,-81.7935",Tazewell County,24641
USC00448022,"STAFFORDSVILLE 3 ENE, VA US",37.2714,-80.7131,VA,"37.2714,-80.7131",Giles County,24134
USW00013736,"MORGANTOWN HART FIELD, WV US",39.64278,-79.91639,WV,"39.64278,-79.91639",Monongalia County,26508
USW00013734,"MARTINSBURG EASTERN WEST VIRGINIA REGIONAL AIRPORT, WV US",39.4019,-77.9844,WV,"39.4019,-77.9844",Berkeley County,25415
USW00013733,"LYNCHBURG INTERNATIONAL AIRPORT, VA US",37.3208,-79.2067,VA,"37.3208,-79.2067",Campbell County,24501
USC00386527,"ORANGEBURG 2, SC US",33.488609999999994,-80.87333000000002,SC,"33.488609999999994,-80.87333000000001",Orangeburg County,29115
USC00441614,"CHATHAM, VA US",36.8224,-79.4104,VA,"36.8224,-79.4104",Pittsylvania County,24531
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,VA,"37.2039,-80.4144",Montgomery County,24060
USC00467649,"ROCK CAVE 2 NE, WV US",38.8561,-80.3074,WV,"38.8561,-80.3074",Upshur County,26218
USC00463846,"HAMLIN, WV US",38.2794,-82.1114,WV,"38.2794,-82.1114",Lincoln County,25523
USC00446626,"PENNINGTON GAP, VA US",36.73806,-82.99667,VA,"36.73806,-82.99667",Lee County,23277
USC00442941,"FARMVILLE 2 N, VA US",37.3263,-78.3864,VA,"37.3263,-78.3864",Cumberland County,23901
USC00442142,"CROZIER, VA US",37.6664,-77.8769,VA,"37.6664,-77.8769",Goochland County,23102
USC00448800,"WAKEFIELD 1 NW, VA US",36.9839,-77.0078,VA,"36.9839,-77.0078",Sussex County,23890
USC00448129,"STONY CREEK 2 N, VA US",36.9742,-77.4041,VA,"36.9742,-77.4041",Sussex County,23882
USC00465224,"LEWISBURG 3 N, WV US",37.8566,-80.4042,WV,"37.8566,-80.4042",Greenbrier County,24957
USC00468614,"SUMMERSVILLE LAKE, WV US",38.2201,-80.8938,WV,"38.2201,-80.8938",Nicholas County,26667
USC00389350,"WINTHROP UNIVERSITY, SC US",34.9388,-81.03313,SC,"34.9388,-81.03313",York County,29731
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,VA,"36.9725,-82.5579",Wise County,24293
USC00387288,"RIDGEVILLE, SC US",33.1025,-80.2978,SC,"33.1025,-80.2978",Dorchester County,29472
USC00385660,"MCCORMICK, SC US",33.9166,-82.15,SC,"33.9166,-82.15",Edgefield County,29835
USC00389469,"YEMASSEE 1 N, SC US",32.7019,-80.8518,SC,"32.7019,-80.8518",Hampton County,29945
USW00013702,"LANGLEY AIR FORCE BASE, VA US",37.08278,-76.36028,VA,"37.08278,-76.36028",Oconee County,23665
USW00003804,"PARKERSBURG AIRPORT, WV US",39.2,-81.27,WV,"39.2,-81.27",Ritchie County,26180
USC00387722,"SANTUCK, SC US",34.635,-81.5205,SC,"34.635,-81.5205",Union County,29379
USC00381625,"CHESNEE 7 WSW, SC US",35.1108,-81.9675,SC,"35.1108,-81.9675",Spartanburg County,29323
USC00462522,"DUNLOW 1 SW, WV US",37.9496,-82.4046,WV,"37.9496,-82.4046",Wayne County,25511
USC00461677,"CLARKSBURG 1, WV US",39.2682,-80.3522,WV,"39.2682,-80.3522",Harrison County,26301
USC00441606,"CHASE CITY, VA US",36.7775,-78.4756,VA,"36.7775,-78.4756",Mecklenburg County,23924
USC00443229,"FRONT ROYAL, VA US",38.9038,-78.1821,VA,"38.9038,-78.1821",Warren County,22630
USC00460580,"BECKLEY VA HOSPITAL, WV US",37.7647,-81.194,WV,"37.7647,-81.194",Raleigh County,25801
USW00003802,"CLARKSBURG BENEDUM AIRPORT, WV US",39.29556,-80.22889,WV,"39.295559999999995,-80.22889",Harrison County,26330
USC00382386,"DILLON, SC US",34.4091,-79.3563,SC,"34.4091,-79.3563",Dillon County,29536
USC00465353,"LOGAN, WV US",37.866,-81.9845,WV,"37.866,-81.9845",Logan County,25639
USC00382260,"DARLINGTON, SC US",34.3011,-79.8766,SC,"34.3011,-79.8766",Darlington County,29532
USC00440993,"BREMO BLUFF, VA US",37.7091,-78.2885,VA,"37.7091,-78.2885",Fluvanna County,23022
USC00460102,"ALDERSON, WV US",37.7272,-80.6592,WV,"37.7272,-80.6592",Monroe County,24910
USC00466325,"MULLENS 3 E, WV US",37.5784,-81.3272,WV,"37.5784,-81.3272",Wyoming County,25810
USC00468986,"TYGART DAM, WV US",39.3134,-80.0299,WV,"39.3134,-80.0299",Taylor County,26354
USC00447278,"ROANOKE 8 N, VA US",37.3616,-79.9591,VA,"37.3616,-79.9591",Roanoke County,24019
USC00383470,"GEORGETOWN CO AIRPORT, SC US",33.3169,-79.3227,SC,"33.3169,-79.3227",Georgetown County,29440
USC00383111,"FLORENCE 8 NE, SC US",34.2933,-79.74,SC,"34.2933,-79.74",Georgetown County,29532
USC00445096,"LURAY 5 E, VA US",38.6661,-78.3727,VA,"38.6661,-78.3727",Page County,22835
USC00388922,"WALTERBORO 1 SW, SC US",32.885,-80.6761,SC,"32.885,-80.6761",Colleton County,29488
USC00469281,"WARDENSVILLE R M FARM, WV US",39.1139,-78.5811,WV,"39.1139,-78.5811",Hampshire County,26865
USC00313919,"HAW RIVER 1 E, NC US",36.0638,-79.383,NC,"36.0638,-79.383",Alamance County,27258
USC00310645,"BEECH MOUNTAIN, NC US",36.1878,-81.8736,NC,"36.1878,-81.8736",Avery County,28604
USC00313638,"GREENVILLE, NC US",35.64,-77.3984,NC,"35.64,-77.3984",Pitt County,27834
USC00319461,"WILMINGTON 7 SE, NC US",34.1425,-77.8788,NC,"34.1425,-77.8788",New Hanover County,28409
USC00312940,"FAIRFIELD, NC US",35.5361,-76.3121,NC,"35.5361,-76.3121",Hyde County,27826
USC00319100,"WASHINGTON WWTP 4 W, NC US",35.55528,-77.07222,NC,"35.555279999999996,-77.07222",Beaufort County,27889
USC00314689,"KINSTON AG RESEARCH, NC US",35.2975,-77.5722,NC,"35.2975,-77.5722",Lenoir County,28501
USC00317319,"ROANOKE RAPIDS, NC US",36.4783,-77.6717,NC,"36.4783,-77.6717",Halifax County,27832
USC00311975,"CONCORD, NC US",35.4111,-80.5834,NC,"35.4111,-80.5834",Cabarrus County,28025
USC00310241,"ARCOLA, NC US",36.2911,-77.9822,NC,"36.2911,-77.9822",Warren County,27844
USC00311055,"BREVARD, NC US",35.2283,-82.7358,NC,"35.2283,-82.7358",Transylvania County,28712
USC00314962,"LEWISTON, NC US",36.1325,-77.1708,NC,"36.1325,-77.1708",Bertie County,27849
USC00316349,"OCRACOKE, NC US",35.1075,-75.9872,NC,"35.1075,-75.9872",Hyde County,27960
USC00319467,"WILMINGTON 7 N, NC US",34.3208,-77.9205,NC,"34.3208,-77.9205",New Hanover County,28429
USC00313356,"GASTONIA, NC US",35.2671,-81.1436,NC,"35.2671,-81.1436",Gaston County,28506
USC00316510,"OXFORD AG, NC US",36.30222,-78.61083,NC,"36.30222,-78.61083",Granville County,27565
USC00314970,"LEXINGTON, NC US",35.8458,-80.2597,NC,"35.8458,-80.2597",Davidson County,27295
USC00317202,"REIDSVILLE 2 NW, NC US",36.3796,-79.6944,NC,"36.3796,-79.6944",Rockingham County,27320
USW00013881,"CHARLOTTE DOUGLAS AIRPORT, NC US",35.2236,-80.9552,NC,"35.2236,-80.9552",Mecklenburg County,28214
USC00314055,"HIGHLANDS, NC US",35.0566,-83.1983,NC,"35.0566,-83.1983",Macon County,28741
USC00310090,"ALBEMARLE, NC US",35.3992,-80.1994,NC,"35.3992,-80.1994",Stanly County,28001
USC00318492,"TAPOCO, NC US",35.4477,-83.9388,NC,"35.4477,-83.9388",Pocahontas County,24954
USW00093785,"CHAPEL HILL WILLIAMS AIRPORT, NC US",35.93333,-79.06416999999998,NC,"35.93333,-79.06416999999999",Orange County,27516
USW00013766,"MANTEO AIRPORT, NC US",35.9173,-75.7,NC,"35.9173,-75.7",Dare County,27954
USC00312719,"ELIZABETH CITY, NC US",36.3096,-76.205,NC,"36.3096,-76.205",Pasquotank County,27909
USC00311624,"CELO 2 S, NC US",35.8297,-82.1769,NC,"35.8297,-82.1769",Yancey County,28714
USC00312837,"ENKA, NC US",35.5405,-82.65299999999998,NC,"35.5405,-82.65299999999999",Buncombe,28806
USW00093782,"LAURINBURG MAXTON AIRPORT, NC US",34.79167,-79.36610999999998,NC,"34.79167,-79.36610999999999",Scotland County,28353
USW00093783,"BURLINGTON ALAMANCE REGIONAL AIRPORT, NC US",36.04667,-79.47694,NC,"36.04667,-79.47694",Alamance County,27215
USC00313921,"HAYESVILLE 1 SW, NC US",35.0533,-83.825,NC,"35.0533,-83.825",Clay County,28904
USC00319476,"WILSON 3 SW, NC US",35.6939,-77.9456,NC,"35.6939,-77.9456",Wilson County,27893
USC00314456,"JACKSON, NC US",36.3967,-77.4239,NC,"36.3967,-77.4239",Northampton County,27845
USC00315820,"MOORES CREEK NATIONAL BATTLEFIELD, NC US",34.458,-78.1094,NC,"34.458,-78.1094",Pender County,28435
USC00317845,"SHELBY 2 NW, NC US",35.31099000000001,-81.57096,NC,"35.310990000000004,-81.57096",Cleveland County,28150
USC00319357,"WHITEVILLE 7 NW, NC US",34.4094,-78.7913,NC,"34.4094,-78.7913",Columbus County,28472
USC00310375,"AURORA 6 N, NC US",35.3872,-76.7763,NC,"35.3872,-76.7763",Beaufort County,27806
USC00311222,"BURGAW 4 E, NC US",34.5322,-77.8638,NC,"34.5322,-77.8638",Pender County,28425
USC00314464,"JACKSON SPRINGS 5 WNW, NC US",35.1858,-79.6772,NC,"35.1858,-79.6772",Montgomery County,27281
USC00314860,"LAURINBURG, NC US",34.7508,-79.4664,NC,"34.7508,-79.4664",Scotland County,28352
USC00316001,"MURPHY 4 ESE, NC US",35.0714,-83.9684,NC,"35.0714,-83.9684",Cherokee County,28906
USC00316122,"NEW HILL, NC US",35.6808,-78.9158,NC,"35.6808,-78.9158",Wake County,27562
USC00312560,"EAST ARCADIA 2 NE, NC US",34.3991,-78.3158,NC,"34.3991,-78.3158",Bladen County,28456
USC00314063,"HIGH POINT, NC US",35.9672,-79.9722,NC,"35.9672,-79.9722",Guilford County,27260
USC00317056,"RAEFORD, NC US",34.986999999999995,-79.219,NC,"34.986999999999995,-79.219",Hoke County,28376
USC00317170,"REELSBORO, NC US",35.131,-76.9153,NC,"35.131,-76.9153",Pamlico County,28560
USC00318380,"SURF CITY, NC US",34.4477,-77.5738,NC,"34.4477,-77.5738",Pender County,28443
USW00013776,"LUMBERTON REGIONAL AIRPORT, NC US",34.608000000000004,-79.0591,NC,"34.608000000000004,-79.0591",Robeson County,28360:28372
USC00319081,"WARSAW 5 E, NC US",35.0129,-78.0044,NC,"35.0129,-78.0044",Duplin County,28398
USC00311239,"BURLINGTON FIRE STATION NUMBER 5, NC US",36.0603,-79.4481,NC,"36.0603,-79.4481",Alamance County,27215
USC00315838,"MORGANTON, NC US",35.72972,-81.67273,NC,"35.72972,-81.67273",Burke County,28655
USC00316805,"PISGAH FOREST 3 NE, NC US",35.27194,-82.6475,NC,"35.27194,-82.6475",Transylvania County,28768
USC00317618,"SALISBURY 9 WNW, NC US",35.6967,-80.6225,NC,"35.6967,-80.6225",Rowan County,28147
USC00313017,"FAYETTEVILLE PWC, NC US",35.0583,-78.8583,NC,"35.0583,-78.8583",Cumberland County,28301
USC00319123,"WATERVILLE 2, NC US",35.7746,-83.0988,NC,"35.7746,-83.0988",Cocke County,37753
USC00317615,"SALISBURY, NC US",35.6836,-80.4822,NC,"35.6836,-80.4822",Rowan County,28144
USC00312200,"CULLOWHEE, NC US",35.3116,-83.1747,NC,"35.3116,-83.1747",Jackson County,28723
USC00315830,"MOREHEAD CITY 2 WNW, NC US",34.7336,-76.7357,NC,"34.7336,-76.7357",Carteret County,28557
USC00316256,"NORTH WILKESBORO, NC US",36.1638,-81.1536,NC,"36.1638,-81.1536",Wilkes County,28659
USC00317346,"ROBBINSVILLE 1 S, NC US",35.2989,-83.8128,NC,"35.2989,-83.8128",Graham County,28771
USW00093727,"NEW RIVER MCAF, NC US",34.708420000000004,-77.43966,NC,"34.708420000000004,-77.43966",Onslow County,28545
USC00318158,"SPARTA, NC US",36.4819,-81.0931,NC,"36.4819,-81.0931",Alleghany County,28675
USW00093729,"CAPE HATTERAS BILLY MITCHELL FIELD, NC US",35.2326,-75.6219,NC,"35.2326,-75.6219",Dare County,27936
USC00314471,"JACKSONVILLE EOC, NC US",34.7965,-77.40100000000002,NC,"34.7965,-77.40100000000001",Onslow County,28546
USW00013748,"WILMINGTON INTERNATIONAL AIRPORT, NC US",34.2675,-77.8997,NC,"34.2675,-77.8997",New Hanover County,28405
USC00312732,"ELIZABETHTOWN 3 SW, NC US",34.6044,-78.648,NC,"34.6044,-78.648",Bladen County,28337
USC00313784,"HAMLET, NC US",34.8872,-79.6922,NC,"34.8872,-79.6922",Richmond County,28345
USC00311881,"CLINTON 2 NE, NC US",35.0247,-78.2758,NC,"35.0247,-78.2758",Sampson County,28328
USC00314996,"LINCOLNTON 4 W, NC US",35.4606,-81.3296,NC,"35.4606,-81.3296",Lincoln County,28092
USC00313152,"FOREST CITY 8 W, NC US",35.3125,-81.98889,NC,"35.3125,-81.98889",Rutherford County,28160
USC00316422,"RICHLANDS, NC US",34.925,-77.5113,NC,"34.925,-77.5113",Onslow County,28574
USC00317994,"SMITHFIELD, NC US",35.5164,-78.3458,NC,"35.5164,-78.3458",Johnston County,27577
USC00315177,"LUMBERTON, NC US",34.6269,-79.025,NC,"34.6269,-79.025",Robeson County,28359
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",35.7944,-78.6988,NC,"35.7944,-78.6988",Wake County,27606
USW00093719,"NEW BERN CRAVEN CO REGIONAL AIRPORT, NC US",35.0677,-77.048,NC,"35.0677,-77.048",Craven County,28563
USC00315175,"LUMBER RIVER STATE PARK, NC US",34.3902,-79.0022,NC,"34.3902,-79.0022",Robeson County,28319:28369
USC00317074,"RALEIGH 4 SW, NC US",35.7294,-78.6838,NC,"35.7294,-78.6838",Wake County,27603-2668
USW00013754,"HAVELOCK CHERRY POINT MCAS, NC US",34.9,-76.88333,NC,"34.9,-76.88333",Craven County,28533
USW00013872,"ASHEVILLE, NC US",35.5954,-82.5568,NC,"35.5954,-82.5568",Buncombe,28801
USC00310724,"BENT CREEK, NC US",35.5044,-82.5966,NC,"35.5044,-82.5966",Buncombe County,28806
USW00003758,"DURHAM 11 W, NC US",35.9705,-79.0931,NC,"35.9705,-79.0931",Orange County,27516
USC00312500,"DUNN 4 NW, NC US",35.3247,-78.6881,NC,"35.3247,-78.6881",Harnett County,28339
USC00311535,"CARY, NC US",35.7192,-78.7878,NC,"35.7192,-78.7878",Wake County,27511-6133
USC00317516,"ROXBORO 7 ESE, NC US",36.3464,-78.8858,NC,"36.3464,-78.8858",Person County,27583
USC00319026,"WALLACE 1 SE, NC US",34.7315,-77.9831,NC,"34.7315,-77.9831",Duplin County,28466
USC00319147,"WAYNESVILLE 1 E, NC US",35.4868,-82.9681,NC,"35.4868,-82.9681",Haywood County,28786
USC00310286,"ASHEBORO 2 W, NC US",35.7044,-79.8378,NC,"35.7044,-79.8378",Randolph County,27205
USC00319423,"WILLARD 4 SW, NC US",34.6605,-78.0454,NC,"34.6605,-78.0454",Pender County,28478
USC00312102,"COWEETA EXPERIMENT STATION, NC US",35.0604,-83.4301,NC,"35.0604,-83.4301",Macon County,28763
USC00318964,"WADESBORO, NC US",34.9603,-80.0772,NC,"34.9603,-80.0772",Anson County,28170
USC00314496,"JEFFERSON, NC US",36.4161,-81.4286,NC,"36.4161,-81.4286",Ashe County,28640
USC00315340,"MARION, NC US",35.6847,-82.0084,NC,"35.6847,-82.0084",McDowell County,28752
USC00318694,"TRANSOU, NC US",36.3919,-81.3039,NC,"36.3919,-81.3039",Ashe County,28644
USW00093740,"FAYETTEVILLE REGIONAL AIRPORT GRANNIS FIELD, NC US",34.99139,-78.88028,NC,"34.99139,-78.88028",Cumberland County,28306
USW00013723,"GREENSBORO AIRPORT, NC US",36.0969,-79.9432,NC,"36.0969,-79.9432",Guilford County,27410
USC00318292,"STATESVILLE 2 NNE, NC US",35.8099,-80.8808,NC,"35.8099,-80.8808",Iredell County,28625
USW00013722,"RALEIGH AIRPORT, NC US",35.8923,-78.7819,NC,"35.8923,-78.7819",Wake County,27617
USW00093743,"SWANSBORO BOGUE FIELD MCAF, NC US",34.68333,-77.03333,NC,"34.68333,-77.03333",Carteret County,28570
USC00311949,"COLUMBIA AG GUM NECK, NC US",35.7109,-76.127,NC,"35.7109,-76.127",Tyrrell County,27925
USC00312515,"DURHAM, NC US",36.0425,-78.9625,NC,"36.0425,-78.9625",Durham County,27712
USC00314938,"LENOIR, NC US",35.9147,-81.5374,NC,"35.9147,-81.5374",Caldwell County,28645
USC00313969,"HENDERSON 2 NNW, NC US",36.3481,-78.4119,NC,"36.3481,-78.4119",Vance County,27536
USC00310212,"APEX, NC US",35.7426,-78.8369,NC,"35.7426,-78.8369",Wake County,27502
USC00310576,"BAYBORO 3 E, NC US",35.1311,-76.816,NC,"35.1311,-76.816",Pamlico County,28515
USC00311820,"CLAYTON WTP, NC US",35.6408,-78.4633,NC,"35.6408,-78.4633",Johnston County,27520
USC00312635,"EDENTON, NC US",36.0164,-76.5516,NC,"36.0164,-76.5516",Chowan County,27932
USC00317924,"SILER CITY, NC US",35.7606,-79.4622,NC,"35.7606,-79.4622",Chatham County,27344
USC00312238,"DANBURY, NC US",36.4301,-80.1789,NC,"36.4301,-80.1789",Stokes County,27016
USC00315743,"MOCKSVILLE 5 SE, NC US",35.8438,-80.4972,NC,"35.8438,-80.4972",Davie County,27006:27028:27054
USC00319675,"YADKINVILLE 6 E, NC US",36.1306,-80.5481,NC,"36.1306,-80.5481",Yadkin County,27055
USC00319555,"W. KERR SCOTT RESV., NC US",36.1308,-81.2275,NC,"36.1308,-81.2275",Wilkes County,28697
USC00311420,"CANDLER 1 W, NC US",35.5453,-82.6987,NC,"35.5453,-82.6987",Buncombe County,28715
USC00312993,"FALLS LAKE, NC US",35.9808,-78.6529,NC,"35.9808,-78.6529",Wake County,27614
USC00313565,"GRANDFATHER MOUNTAIN, NC US",36.0963,-81.8311,NC,"36.0963,-81.8311",Avery County,28646
USC00316676,"PERRYTOWN, NC US",35.0556,-77.0859,NC,"35.0556,-77.0859",Craven County,28562
USC00314144,"HOFMANN FOREST, NC US",34.83583,-77.30306,NC,"34.83583,-77.30306",Onslow County,28546
USC00318500,"TARBORO 1 S, NC US",35.8847,-77.5386,NC,"35.8847,-77.5386",Edgecombe County,27886
USC00319704,"YANCEYVILLE 4 SE, NC US",36.3783,-79.2544,NC,"36.3783,-79.2544",York County,29732
USC00318221,"SPRUCE PINE 2 NE, NC US",35.9325,-82.0019,NC,"35.9325,-82.0019",Greenwood County,29649
USC00314260,"HOT SPRINGS, NC US",35.895,-82.83111,NC,"35.895,-82.83111",Madison County,28743
USW00053870,"GASTONIA MUNICIPAL AIRPORT, NC US",35.19667000000001,-81.15583000000002,NC,"35.196670000000005,-81.15583000000001",Gaston County,28056
USW00053872,"MONROE AIRPORT, NC US",35.016940000000005,-80.62056,NC,"35.016940000000005,-80.62056",Union County,28110
USC00310506,"BANNER ELK, NC US",36.1616,-81.8741,NC,"36.1616,-81.8741",Avery County,28604
USW00053877,"ASHEVILLE 8 SSW, NC US",35.4945,-82.6142,NC,"35.4945,-82.6142",Shenandoah County,22824
USW00003810,"HICKORY FAA AIRPORT, NC US",35.7425,-81.3819,NC,"35.7425,-81.3819",Catawba County,28601
USW00053878,"ASHEVILLE 13 S, NC US",35.4185,-82.5567,NC,"35.4185,-82.5567",Henderson,28759
USW00003812,"ASHEVILLE AIRPORT, NC US",35.4319,-82.5375,NC,"35.4319,-82.5375",Appomattox County,24522
USC00310982,"BOONE, NC US",36.2114,-81.6442,NC,"36.2114,-81.6442",Watauga County,28607
USC00319440,"WILLIAMSTON 1 E, NC US",35.8529,-77.0306,NC,"35.8529,-77.0306",Martin County,27892
USC00311677,"CHAPEL HILL 2 W, NC US",35.9086,-79.0794,NC,"35.9086,-79.0794",Orange County,27510
USC00314788,"LAKE TOXAWAY 2 SW, NC US",35.0966,-82.9509,NC,"35.0966,-82.9509",Transylvania County,28774
USC00313976,"HENDERSONVILLE 1 NE, NC US",35.32972,-82.44917,NC,"35.32972,-82.44917",Henderson,28792
USC00317813,"SHALLOTTE AG, NC US",33.9283,-78.3894,NC,"33.9283,-78.3894",Brunswick County,28470
USC00315116,"LONGWOOD, NC US",34.0102,-78.545,NC,"34.0102,-78.545",Brunswick County,28452
USC00315996,"MURFREESBORO, NC US",36.4521,-77.0803,NC,"36.4521,-77.0803",Hertford County,27818
USC00315356,"MARSHALL, NC US",35.8036,-82.6658,NC,"35.8036,-82.6658",Madison County,28753
USC00317656,"SANFORD 8 NE, NC US",35.5347,-79.0464,NC,"35.5347,-79.0464",Lee County,27330
USC00318744,"TRYON, NC US",35.2058,-82.2516,NC,"35.2058,-82.2516",Polk County,28782
USC00315123,"LOUISBURG, NC US",36.1028,-78.3039,NC,"36.1028,-78.3039",Franklin County,27549
USC00318113,"SOUTHPORT 5 N, NC US",33.9947,-78.0077,NC,"33.9947,-78.0077",Berkeley County,29461
USW00093807,"WINSTON SALEM REYNOLDS AIRPORT, NC US",36.13361,-80.22222,NC,"36.13361,-80.22222",Forsyth County,27105
USW00093765,"BEAUFORT MICHAEL J SMITH FIELD, NC US",34.73361,-76.66056,NC,"34.73361,-76.66056",Carteret County,28579
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,NC,"36.26056,-76.175",Pasquotank County,27909
USC00311606,"CEDAR ISLAND, NC US",34.9833,-76.3,NC,"34.9833,-76.3",Carteret County,28520
USC00313106,"FLETCHER 3 W, NC US",35.4267,-82.557,NC,"35.4267,-82.557",Henderson,28759
USC00315923,"MOUNT MITCHELL, NC US",35.7585,-82.2711,NC,"35.7585,-82.2711",Yancey County,28714
USC00310356,"ATLANTIC BEACH WATER PLANT, NC US",34.6997,-76.7381,NC,"34.6997,-76.7381",Carteret County,28512
USC00318519,"TAYLORSVILLE, NC US",35.9225,-81.1716,NC,"35.9225,-81.1716",Alexander County,28681
USC00313228,"FRANKLIN, NC US",35.1802,-83.3927,NC,"35.1802,-83.3927",Macon County,28734
USC00317548,"RURAL HALL, NC US",36.2333,-80.3069,NC,"36.2333,-80.3069",Forsyth County,27045
USC00316853,"PLYMOUTH 5 E, NC US",35.8723,-76.6592,NC,"35.8723,-76.6592",Washington County,27962
USC00311564,"CATALOOCHEE, NC US",35.6375,-83.09555999999998,NC,"35.6375,-83.09555999999999",Haywood County,28785
USW00093759,"ROCKY MOUNT WILSON AIRPORT, NC US",35.855,-77.89305999999998,NC,"35.855,-77.89305999999999",Nash County,27822
USC00314684,"KINSTON, NC US",35.1967,-77.5432,NC,"35.1967,-77.5432",Lenoir County,28501
USC00315771,"MONROE, NC US",34.9797,-80.5233,NC,"34.9797,-80.5233",Union County,28112
USC00313072,"FLAT SPRINGS 1 E, NC US",36.2527,-81.9136,NC,"36.2527,-81.9136",Avery County,28622
USC00315890,"MOUNT AIRY 2 W, NC US",36.4992,-80.6508,NC,"36.4992,-80.6508",Surry County,27030
USC00316341,"OCONALUFTEE, NC US",35.5157,-83.3056,NC,"35.5157,-83.3056",Swain County,28719
USW00013714,"FAYETTEVILLE POPE AFB, NC US",35.17389,-79.00889000000002,NC,"35.17389,-79.00889000000001",Cumberland County,28307
USW00013713,"GOLDSBORO SEYMOUR JOHNSON AFB, NC US",35.3444,-77.9647,NC,"35.3444,-77.9647",Wayne County,27534
USC00406271,"MORRISTOWN RADIO WCR, TN US",36.2067,-83.3325,TN,"36.2067,-83.3325",Hamblen County,37814
USC00097171,"PRIDGEN, GA US",31.6953,-82.9239,GA,"31.6953,-82.9239",Coffee County,31519
USC00406272,"MORRISTOWN WEATHER FORECAST OFFICE, TN US",36.1682,-83.4027,TN,"36.1682,-83.4027",Hamblen County,37814
USC00010505,"BANKHEAD LOCK AND DAM, AL US",33.4527,-87.3572,AL,"33.4527,-87.3572",Tuscaloosa County,35006
USC00096087,"MOULTRIE 2 ESE, GA US",31.1769,-83.7491,GA,"31.1769,-83.7491",Colquitt County,31788
USC00092839,"DUBLIN, GA US",32.5575,-82.9036,GA,"32.5575,-82.9036",Laurens County,31021
USC00017020,"ROCKFORD, AL US",32.8711,-86.1758,AL,"32.8711,-86.1758",Coosa County,35136
USC00406274,"MOSCOW, TN US",35.0711,-89.4117,TN,"35.0711,-89.4117",Fayette County,38076
USC00091500,"CAMILLA 3 SE, GA US",31.1902,-84.2036,GA,"31.1902,-84.2036",Mitchell County,31730
USC00091863,"CHATSWORTH 2, GA US",34.7582,-84.7642,GA,"34.7582,-84.7642",Murray County,30705
USC00405187,"LEWISBURG EXPERIMENTAL STATION, TN US",35.414,-86.8086,TN,"35.414,-86.8086",Marshall County,37091
USW00013882,"CHATTANOOGA LOVELL FIELD AIRPORT, TN US",35.0311,-85.2014,TN,"35.0311,-85.2014",Hamilton County,37421
USC00091982,"CLAYTON 1 SSW, GA US",34.8879,-83.3966,GA,"34.8879,-83.3966",Rabun County,30525
USC00018469,"VALLEY HEAD, AL US",34.5686,-85.6063,AL,"34.5686,-85.6063",DeKalb County,35984
